Fld_Part_ID;Fld_Part_Nbr;FLD_PART_DESC;NHA (Next Higher Assy);Fld_Part_MFG;Fld_Part_MFG_Old;Fld_AC_ID;Fld_AC_ID;Fld_Old_LP;Fld_Part_List_Price;Fld_Part_Price_Currency_ID;Fld_Part_LP_Date;Fld_Remark;status;alt_pn;Fld_Add_PN_Date;aci_contact_entry;ata_chapter;CAGE#;"Essentiality Category, 1=1; 2= 2 3= 3";OEM;MOQ
;ACR/EM-1A;MEGAPHONE PORTABLE SAFETY;;;;90;;;;;;;;;;;;;;;
;APU LOG BOOK;APU LOG BOOK;;;;90;;;;;;;;;;;;;;;
;AV13J5144;FUEL CONNECT/BYPASS VALVE;;;;21;B737-700;;;;;;;10-60710-6;;;;;;;
;AV13J5144;FUEL CONNECT/BYPASS VALVE;;;;21;B737-700;;;;;;;10-60710-6;;;;;;;
;B221200HK641;COCKPIT DOOR;;;;90;B737-800;;;;;;;;;;;;;;
;B221200HK641;COCKPIT DOOR;;;;90;B737-800;;;;;;;;;;;;;;
;B222401AN503;COCKPIT DOOR JAMB;;;;90;B737-800;;;;;;;;;;;;;;
;B222401AN503;COCKPIT DOOR JAMB;;;;90;B737-800;;;;;;;;;;;;;;
;C-07202-2;COAXIAL CONTROL SHAKER;;;;21;B737;;;;;;;;;;;;;;
;C-07202-2;COAXIAL CONTROL SHAKER;;;;21;B737;;;;;;;;;;;;;;
;C-07202-2;COAXIAL CONTROL SHAKER;;;;21;B737;;;;;;;;;;;;;;
;C-07202-2;COAXIAL CONTROL SHAKER;;;;21;B737;;;;;;;;;;;;;;
;C17001BA01;AIR DATA, MODULE;;;;21;B737;;;;;;;C17001CA01;;;;;;;
;C-5L;COMPASS;;;;21;B737;;;;;;;;;;;;;;
;C-5L;COMPASS;;;;21;B737;;;;;;;;;;;;;;
;CS601-59;SWITCH PACK;;;;90;B737-800;;;;;;;;;;;;;;
;CS601-60;SWITCH PACK;;;;90;B737-800;;;;;;;;;;;;;;
;CU09644003;RESOLVER ASSY-AUTOTHROTTLE;;;;21;B737-700;;;;;;;CU09644007;;;;;;;
;CU09644003;RESOLVER ASSY-AUTOTHROTTLE;;;;21;B737-700;;;;;;;CU09644007;;;;;;;
;CU09644003;RESOLVER ASSY-AUTOTHROTTLE;;;;21;B737-700;;;;;;;CU09644007;;;;;;;
;CU09644003;RESOLVER ASSY-AUTOTHROTTLE;;;;21;B737-700;;;;;;;CU09644007;;;;;;;
;CV02-55;CHECK VALVE;;;;90;B737-800;;;;;;;;;;;;;;
;CV02-55;CHECK VALVE;;;;90;B737-800;;;;;;;;;;;;;;
;CV02-55;CHECK VALVE;;;;90;B737-800;;;;;;;;;;;;;;
;CV02-55;CHECK VALVE;;;;90;B737-800;;;;;;;;;;;;;;
;D434-56-001;FLIGHT MODE ANNUNCIATOR;;;;21;B737;;;;;;;10-62058-6;;;;;;;
;D434-56-001;FLIGHT MODE ANNUNCIATOR;;;;21;B737;;;;;;;10-62058-6;;;;;;;
;D717-02-001;EMERGENCY POWER SUPPLY;;;;21;B737;;;;;;;S283W603-2;;;;;;;
;D717-02-001;EMERGENCY POWER SUPPLY;;;;21;B737;;;;;;;S283W603-2;;;;;;;
;D717-02-001;EMERGENCY POWER SUPPLY;;;;21;B737;;;;;;;S283W603-2;;;;;;;
;D717-02-001;EMERGENCY POWER SUPPLY;;;;21;B737;;;;;;;S283W603-2;;;;;;;
;D717-02-001;EMERGENCY POWER SUPPLY;;;;21;B737;;;;;;;S283W603-2;;;;;;;
;D717-02-001;EMERGENCY POWER SUPPLY;;;;21;B737;;;;;;;S283W603-2;;;;;;;
;D717-02-001;EMERGENCY POWER SUPPLY;;;;21;B737;;;;;;;S283W603-2;;;;;;;
;D717-02-001;EMERGENCY POWER SUPPLY;;;;21;B737;;;;;;;S283W603-2;;;;;;;
;D717-02-001;EMERGENCY POWER SUPPLY;;;;21;B737;;;;;;;S283W603-2;;;;;;;
;DM1601354-001;ANTENNA;;;;21;B737-700;;;;;;;S220T116-1;;;;;;;
;DM1601354-001;ANTENNA;;;;21;B737-700;;;;;;;S220T116-1;;;;;;;
;DM1601354-001;ANTENNA;;;;21;B737-700;;;;;;;S220T116-1;;;;;;;
;DM1601354-001;ANTENNA;;;;21;B737-700;;;;;;;S220T116-1;;;;;;;
;DM1601354-001;ANTENNA;;;;21;B737-700;;;;;;;S220T116-1;;;;;;;
;DM1601354-001;ANTENNA;;;;21;B737-700;;;;;;;S220T116-1;;;;;;;
;DM1601354-001;ANTENNA;;;;21;B737-700;;;;;;;S220T116-1;;;;;;;
;DMC50-17;ANTENNA, VHF;;;;21;B737-700;;;;;;;S65-8262-2;;;;;;;
;DMC50-17;ANTENNA, VHF;;;;21;B737-700;;;;;;;S65-8262-2;;;;;;;
;DMC50-17;ANTENNA, VHF;;;;21;B737-700;;;;;;;S65-8262-2;;;;;;;
;DMC50-17;ANTENNA, VHF;;;;21;B737-700;;;;;;;S65-8262-2;;;;;;;
;DMC50-17;ANTENNA, VHF;;;;21;B737-700;;;;;;;S65-8262-2;;;;;;;
;DMC50-17;ANTENNA, VHF;;;;21;B737-700;;;;;;;S65-8262-2;;;;;;;
;DMN27-2;ANTENNA-MARKER;;;;21;B737-700;;;;;;;;;;;;;;
;DMN27-2;ANTENNA-MARKER;;;;21;B737-700;;;;;;;;;;;;;;
;DMN4-26;ANTENNA;;;;21;B737-700;;;;;;;;;;;;;;
;DMN4-26;ANTENNA;;;;21;B737-700;;;;;;;;;;;;;;
;DMNI50-2-6;L-BAND ANTENNA;;;;90;B737-800;;;;;;;;;;;;;;
;EM56-20-5;HYDRAULIC SHUTOFF VALVE;;;;21;B737-700;;;;;;;S270T010-15;;;;;;;
;EM56-20-5;HYDRAULIC SHUTOFF VALVE;;;;21;B737-700;;;;;;;S270T010-15;;;;;;;
;EM91-79-5;VALVE;;;;21;B737-700;;;;;;;274A1410-6;;;;;;;
;EM91-79-5;VALVE;;;;21;B737-700;;;;;;;274A1410-6;;;;;;;
;EM91-79-5;VALVE;;;;21;B737-700;;;;;;;274A1410-6;;;;;;;
;FT1140;TRANSFORMER;;;;21;B737-700;;;;;;;10-60828-10;;;;;;;
;FT1140;TRANSFORMER;;;;21;B737-700;;;;;;;10-60828-10;;;;;;;
;FT1140;TRANSFORMER;;;;21;B737-700;;;;;;;10-60828-10;;;;;;;
;FT1145;AUTOTRANSFORMER;;;;90;B737-800;;;;;;;10-60828-1;;;;;;;
;FT1348;AUTOTRANSFORMER;;;;21;B737-700;;;;;;;;;;;;;;
;FT1348;AUTOTRANSFORMER;;;;21;B737-700;;;;;;;;;;;;;;
;FT1348;AUTOTRANSFORMER;;;;21;B737-700;;;;;;;;;;;;;;
;FT1348;AUTOTRANSFORMER;;;;21;B737-700;;;;;;;;;;;;;;
;G6986-01;EVENT PRINT MOD;;;;90;B737-800;;;;;;;;;;;;;;
;G6986-01;EVENT PRINT MOD;;;;90;B737-800;;;;;;;;;;;;;;
;G7116-01;PANEL ASSY-CONTROL EMERGENCY;;;;21;B737-700;;;;;;;453-0161;;;;;;;
;G7116-01;PANEL ASSY-CONTROL EMERGENCY;;;;21;B737-700;;;;;;;453-0161;;;;;;;
;G7235-02;VIU CONT. PANEL;;;;90;B737-800;;;;;;;;;;;;;;
;G7235-02;VIU CONT. PANEL;;;;90;B737-800;;;;;;;;;;;;;;
;G7403-03;ADF CONTROL PANEL (DUAL);;;;90;B737-800;;;;;;;;;;;;;;
;G7403-03;ADF CONTROL PANEL (DUAL);;;;90;B737-800;;;;;;;;;;;;;;
;G7500-03;VHF NAV CONTROL PANEL;;;;21;B737;;;;;;;;;;;;;;
;G7500-03;VHF NAV CONTROL PANEL;;;;21;B737;;;;;;;;;;;;;;
;G7500-03;VHF NAV CONTROL PANEL;;;;21;B737;;;;;;;;;;;;;;
;G7500-03;VHF NAV CONTROL PANEL;;;;21;B737;;;;;;;;;;;;;;
;G800100-3;FIRE EXTINGUISHER;;;;90;B737-800;;;;;;;;;;;;;;
;G800100-3;FIRE EXTINGUISHER;;;;90;B737-800;;;;;;;;;;;;;;
;G800100-3;FIRE EXTINGUISHER;;;;90;B737-800;;;;;;;;;;;;;;
;G800100-3;FIRE EXTINGUISHER;;;;90;B737-800;;;;;;;;;;;;;;
;G800100-3;FIRE EXTINGUISHER;;;;90;B737-800;;;;;;;;;;;;;;
;G800100-3;FIRE EXTINGUISHER;;;;90;B737-800;;;;;;;;;;;;;;
;H504B;ELEVATOR POSITION TRANSMITTER;;;;21;B737-700;;;;;;;S250N104-5;;;;;;;
;H504B;ELEVATOR POSITION TRANSMITTER;;;;21;B737-700;;;;;;;S250N104-5;;;;;;;
;H504B;ELEVATOR POSITION TRANSMITTER;;;;21;B737-700;;;;;;;S250N104-5;;;;;;;
;H504B;ELEVATOR POSITION TRANSMITTER;;;;21;B737-700;;;;;;;S250N104-5;;;;;;;
;H504B;ELEVATOR POSITION TRANSMITTER;;;;21;B737-700;;;;;;;S250N104-5;;;;;;;
;H504B;ELEVATOR POSITION TRANSMITTER;;;;21;B737-700;;;;;;;S250N104-5;;;;;;;
;H504B;ELEVATOR POSITION TRANSMITTER;;;;21;B737-700;;;;;;;S250N104-5;;;;;;;
;H504B;ELEVATOR POSITION TRANSMITTER;;;;21;B737-700;;;;;;;S250N104-5;;;;;;;
;H504B;ELEVATOR POSITION TRANSMITTER;;;;21;B737-700;;;;;;;S250N104-5;;;;;;;
;H504B;ELEVATOR POSITION TRANSMITTER;;;;21;B737-700;;;;;;;S250N104-5;;;;;;;
;H504B;ELEVATOR POSITION TRANSMITTER;;;;21;B737-700;;;;;;;S250N104-5;;;;;;;
;H504B;ELEVATOR POSITION TRANSMITTER;;;;21;B737-700;;;;;;;S250N104-5;;;;;;;
;H504B;ELEVATOR POSITION TRANSMITTER;;;;21;B737-700;;;;;;;S250N104-5;;;;;;;
;H504B;ELEVATOR POSITION TRANSMITTER;;;;21;B737-700;;;;;;;S250N104-5;;;;;;;
;H505B;TRANSMITTER ASSY-POSITION;;;;21;B737-700;;;;;;;S250N104-4;;;;;;;
;H505B;TRANSMITTER ASSY-POSITION;;;;21;B737-700;;;;;;;S250N104-4;;;;;;;
;H505B;TRANSMITTER ASSY-POSITION;;;;21;B737-700;;;;;;;S250N104-4;;;;;;;
;H505B;TRANSMITTER ASSY-POSITION;;;;21;B737-700;;;;;;;S250N104-4;;;;;;;
;H505B;TRANSMITTER ASSY-POSITION;;;;21;B737-700;;;;;;;S250N104-4;;;;;;;
;H505B;TRANSMITTER ASSY-POSITION;;;;21;B737-700;;;;;;;S250N104-4;;;;;;;
;H505B;TRANSMITTER ASSY-POSITION;;;;21;B737-700;;;;;;;S250N104-4;;;;;;;
;H505B;TRANSMITTER ASSY-POSITION;;;;21;B737-700;;;;;;;S250N104-4;;;;;;;
;H505B;TRANSMITTER ASSY-POSITION;;;;21;B737-700;;;;;;;S250N104-4;;;;;;;
;H505B;TRANSMITTER ASSY-POSITION;;;;21;B737-700;;;;;;;S250N104-4;;;;;;;
;H505B;TRANSMITTER ASSY-POSITION;;;;21;B737-700;;;;;;;S250N104-4;;;;;;;
;H505B;TRANSMITTER ASSY-POSITION;;;;21;B737-700;;;;;;;S250N104-4;;;;;;;
;H505B;TRANSMITTER ASSY-POSITION;;;;21;B737-700;;;;;;;S250N104-4;;;;;;;
;H505B;TRANSMITTER ASSY-POSITION;;;;21;B737-700;;;;;;;S250N104-4;;;;;;;
;H505B;TRANSMITTER ASSY-POSITION;;;;21;B737-700;;;;;;;S250N104-4;;;;;;;
;H505B;TRANSMITTER ASSY-POSITION;;;;21;B737-700;;;;;;;S250N104-4;;;;;;;
;H505B;TRANSMITTER ASSY-POSITION;;;;21;B737-700;;;;;;;S250N104-4;;;;;;;
;H505B;TRANSMITTER ASSY-POSITION;;;;21;B737-700;;;;;;;S250N104-4;;;;;;;
;H505B;TRANSMITTER ASSY-POSITION;;;;21;B737-700;;;;;;;S250N104-4;;;;;;;
;HC083;HEATER;;;;90;B737-800;;;;;;;79326;;;;;;;
;MA20A2027;ACT. ASSY;;;;90;B737-800;;;;;;;S343T003-56;;;;;;;
;MF20-003;OXYGEN MASK;;;;21;B737-700;;;;;;;;;;;;;;
;MF20-003;OXYGEN MASK;;;;21;B737-700;;;;;;;;;;;;;;
;MF20-003;OXYGEN MASK;;;;21;B737-700;;;;;;;;;;;;;;
;NA138-714C;SELCAL DECODER;;;;90;B737-800;;;;;;;;;;;;;;
;NH16031;WIDEBAND TRANSFORMER;;;;90;B737-800;;;;;;;;;;;;;;
;NH16031;WIDEBAND TRANSFORMER;;;;90;B737-800;;;;;;;;;;;;;;
;NH16031;WIDEBAND TRANSFORMER;;;;90;B737-800;;;;;;;;;;;;;;
;NH16031;WIDEBAND TRANSFORMER;;;;90;B737-800;;;;;;;;;;;;;;
;NH16031;WIDEBAND TRANSFORMER;;;;90;B737-800;;;;;;;;;;;;;;
;NH16031;WIDEBAND TRANSFORMER;;;;90;B737-800;;;;;;;;;;;;;;
;P2-07-0003-001;FLASH LIGHT;;;;4;A319;;;;;;;;;;;;;;
;P2-07-0003-001;FLASH LIGHT;;;;4;A319;;;;;;;;;;;;;;
;P2-07-0003-001;FLASH LIGHT;;;;4;A319;;;;;;;;;;;;;;
;P2-07-0003-001;FLASH LIGHT;;;;4;A319;;;;;;;;;;;;;;
;P2-07-0003-001;FLASH LIGHT;;;;4;A319;;;;;;;;;;;;;;
;P2-07-0003-001;FLASH LIGHT;;;;4;A319;;;;;;;;;;;;;;
;P2-07-0003-001;FLASH LIGHT;;;;4;A319;;;;;;;;;;;;;;
;P2-07-0003-001;FLASH LIGHT;;;;4;A319;;;;;;;;;;;;;;
;P2-07-0003-001;FLASH LIGHT;;;;4;A319;;;;;;;;;;;;;;
;P2-07-0003-001;FLASH LIGHT;;;;4;A319;;;;;;;;;;;;;;
;P2-07-0003-001;FLASH LIGHT;;;;4;A319;;;;;;;;;;;;;;
;P2-07-0003-001;FLASH LIGHT;;;;4;A319;;;;;;;;;;;;;;
;P2-07-0004-101;FLASHLIGHT BRACKET;;;;90;B737-800;;;;;;;;;;;;;;
;P2-07-0004-101;FLASHLIGHT BRACKET;;;;90;B737-800;;;;;;;;;;;;;;
;P2-07-0004-101;FLASHLIGHT BRACKET;;;;90;B737-800;;;;;;;;;;;;;;
;P2-07-0004-101;FLASHLIGHT BRACKET;;;;90;B737-800;;;;;;;;;;;;;;
;P2-07-0004-101;FLASHLIGHT BRACKET;;;;90;B737-800;;;;;;;;;;;;;;
;P2-07-0004-101;FLASHLIGHT BRACKET;;;;90;B737-800;;;;;;;;;;;;;;
;P2-07-0004-101;FLASHLIGHT BRACKET;;;;90;B737-800;;;;;;;;;;;;;;
;P2-07-0004-101;FLASHLIGHT BRACKET;;;;90;B737-800;;;;;;;;;;;;;;
;P2-07-0004-101;FLASHLIGHT BRACKET;;;;90;B737-800;;;;;;;;;;;;;;
;P2-07-0004-101;FLASHLIGHT BRACKET;;;;90;B737-800;;;;;;;;;;;;;;
;P2-07-0004-101;FLASHLIGHT BRACKET;;;;90;B737-800;;;;;;;;;;;;;;
;P2-07-0004-101;FLASHLIGHT BRACKET;;;;90;B737-800;;;;;;;;;;;;;;
;PTX300-8009-3;HYDRAULIC  PRESSURE TRANSDUCER;;;;90;B737-800;;;;;;;PTX300-8009-2;;;;;;;
;PTX300-8009-3;HYDRAULIC  PRESSURE TRANSDUCER;;;;90;B737-800;;;;;;;PTX300-8009-2;;;;;;;
;PTX300-8009-3;HYDRAULIC  PRESSURE TRANSDUCER;;;;90;B737-800;;;;;;;PTX300-8009-2;;;;;;;
;PU90-499;SMOKE DETECTOR ASSY;;;;90;B737-800;;;;;;;;;;;;;;
;R15048;AILERON TRIM ACTUATOR;;;;21;B737;;;;;;;10-62026-1;;;;;;;
;R15048;AILERON TRIM ACTUATOR;;;;21;B737;;;;;;;10-62026-1;;;;;;;
;R5303M1-1;ELECT. MECH MOTOR ACTUATOR;;;;90;B737-800;;;;;;;10-61359-4;;;;;;;
;R5303M1-1;ELECT. MECH MOTOR ACTUATOR;;;;90;B737-800;;;;;;;10-61359-4;;;;;;;
;RD-AX7360-02;WALL MOUNT PRAM;;;;90;B737-800;;;;;;;;;;;;;;
;RD-AX7360-02;WALL MOUNT PRAM;;;;90;B737-800;;;;;;;;;;;;;;
;RV05-362;POT. WATER RELIEF VALVE;;;;90;B737-800;;;;;;;;;;;;;;
;RV05-362;POT. WATER RELIEF VALVE;;;;90;B737-800;;;;;;;;;;;;;;
;S152-0020-00;CVR CONTROL UNIT;;;;21;B737-700;;;;;;;;;;;;;;
;S152-0020-00;CVR CONTROL UNIT;;;;21;B737-700;;;;;;;;;;;;;;
;S41422;GLIDESLOPE ANTENN/A;;;;80;EMB190;;;;;;;;;;;;;;
;S41422;GLIDESLOPE ANTENN/A;;;;80;EMB190;;;;;;;;;;;;;;
;S67-1575-133;GPS ANTENNA;;;;28;B767;;;;;;;81194;;;;;;;
;S67-1575-133;GPS ANTENNA;;;;28;B767;;;;;;;81194;;;;;;;
;S67-1575-133;GPS ANTENNA;;;;28;B767;;;;;;;81194;;;;;;;
;S67-2002-18;ANTENNA RADIO ALTIMETER;;;;56;F100;;;;;;;S67-2002-18;;;;;;;
;S67-2002-18;ANTENNA RADIO ALTIMETER;;;;56;F100;;;;;;;S67-2002-18;;;;;;;
;S67-2002-18;ANTENNA RADIO ALTIMETER;;;;56;F100;;;;;;;S67-2002-18;;;;;;;
;S67-2002-18;ANTENNA RADIO ALTIMETER;;;;56;F100;;;;;;;S67-2002-18;;;;;;;
;S67-2002-18;ANTENNA RADIO ALTIMETER;;;;56;F100;;;;;;;S67-2002-18;;;;;;;
;S67-2002-18;ANTENNA RADIO ALTIMETER;;;;56;F100;;;;;;;S67-2002-18;;;;;;;
;S67-2002-18;ANTENNA RADIO ALTIMETER;;;;56;F100;;;;;;;S67-2002-18;;;;;;;
;S67-2002-18;ANTENNA RADIO ALTIMETER;;;;56;F100;;;;;;;S67-2002-18;;;;;;;
;SEDL-OC9C;DUAL DUCT PRESSURE INDICATOR;;;;90;B737-800;;;;;;;S231T245-4;;;;;;;
;SEDL-OC9C;DUAL DUCT PRESSURE INDICATOR;;;;90;B737-800;;;;;;;S231T245-4;;;;;;;
;U26B;ACTUATOR;;;;21;B737;;;;;;;10-62025-3;;;;;;;
;U26B;ACTUATOR;;;;21;B737;;;;;;;10-62025-3;;;;;;;
;W92C;RUDDER PEDAL ACTUATOR;;;;21;B737-700;;;;;;;10-62027-1;;;;;;;
;W92C;RUDDER PEDAL ACTUATOR;;;;21;B737-700;;;;;;;10-62027-1;;;;;;;
;WL501RC1;INDICATOR CABIN RATE OF CLIMB;;;;21;B737;;;;;;;10-60755-6;;;;;;;
;WL501RC1;INDICATOR CABIN RATE OF CLIMB;;;;21;B737;;;;;;;10-60755-6;;;;;;;
;Z272H0000114;MASTER CONT. UNIT;;;;90;B737-800;;;;;;;;;;;;;;
;Z272H0000114;MASTER CONT. UNIT;;;;90;B737-800;;;;;;;;;;;;;;
;ZA3PD-2-12;MINI CIRCUIT CONNECTOR;;;;90;B737-800;;;;;;;;;;;;;;
;ZA3PD-2-12;MINI CIRCUIT CONNECTOR;;;;90;B737-800;;;;;;;;;;;;;;
;R6200M3-13;APU INLET DOOR ACTUATOR;;;;90;B737-800;;;;;;;;;;;;;;
;98D07104000001;JACK PAD SET;;;;5;A320;;;;;;;;;;;;;;
;98D07103000000;DYNAMOMETER - SAEFTY STAY;;;;5;A320;;;;;;;;;;;;;;
;D2557153000000;PANEL ASSY - DECOMPRESSION;;;;5;A320;;;;;;;;;;;;;;
;D2557153000000;PANEL ASSY - DECOMPRESSION;;;;5;A320;;;;;;;;;;;;;;
;D2557153000000;PANEL ASSY - DECOMPRESSION;;;;5;A320;;;;;;;;;;;;;;
;A2528539821800;SECTION;;;;5;A320;;;;;;;;;;;;;;
;A225400454-204;FLEECE;;;;5;A320;;;;;;;;;;;;;;
;D5331052220000;PIN;;;;5;A320;;;;;;;;;;;;;;
;D2557153000000;PANEL ASSY - DECOMPRESSION;;;;5;A320;;;;;;;;;;;;;;
;D2557153000000;PANEL ASSY - DECOMPRESSION;;;;5;A320;;;;;;;;;;;;;;
;D2557153000000;PANEL ASSY - DECOMPRESSION;;;;5;A320;;;;;;;;;;;;;;
;D5284020820251;SEAL;;;;5;A320;;;;;;;;;;;;;;
;D5746029520400;SEAL;;;;5;A320;;;;;;;;;;;;;;
;D25277022352;PLACARD;;;;5;A320;;;;;;;;;;;;;;
;D25277008312;PLACARD;;;;5;A320;;;;;;;;;;;;;;
;D252770363720000;PLACARD;;;;5;A320;;;;;;;;;;;;;;
;D1121006320000;PLACARD;;;;5;A320;;;;;;;;;;;;;;
;D1121006320200;PLACARD;;;;5;A320;;;;;;;;;;;;;;
;D1121006320400;PLACARD;;;;5;A320;;;;;;;;;;;;;;
;D5755103420000;SEAL;;;;5;A320;;;;;;;;;;;;;;
;A2527576120400;HANDLE UPR;;;;5;A320;;;;;;;;;;;;;;
;D2527700875000;STRIP IDENTIFICATION;;;;5;A320;;;;;;;;;;;;;;
;D2511319600000;DOCUMENT STOWAGE BOX;;;;5;A320;;;;;;;;;;;;;;
;A338300010-236;HOSE;;;;5;A320;;;;;;;;;;;;;;
;D3511006521100;PAD;;;;5;A320;;;;;;;;;;;;;;
;D5211033820000;BOLT;;;;5;A320;;;;;;;;;;;;;;
;98D10103500043;COVER PITOT PROBE;;;;5;A320;;;;;;;;;;;;;;
;D5211033820000;BOLT;;;;5;A320;;;;;;;;;;;;;;
;D2527078300400;BRACKET;;;;5;A320;;;;;;;;;;;;;;
;D5367414000000;PANEL FLOOR;;;;5;A320;;;;;;;;;;;;;;
;D2551025300000;PANEL;;;;5;A320;;;;;;;;;;;;;;
;D3411002520000;SEAL;;;;5;A320;;;;;;;;;;;;;;
;D2721021420000;PLATE FASTENERS;;;;5;A320;;;;;;;;;;;;;;
;A2528651620400;SUPPORT;;;;5;A320;;;;;;;;;;;;;;
;98D27403500000;PITCH TRIM CONTROL LOCKING;;;;5;A320;;;;;;;;;;;;;;
;A2528539822200;SECTION RETAINING;;;;5;A320;;;;;;;;;;;;;;
;A2844000800000;VALVE SEALING;;;;5;A320;;;;;;;;;;;;;;
;A2844000720000;PLUG;;;;5;A320;;;;;;;;;;;;;;
;D2825009500000;VALVE-DRAIN;;;;5;A320;;;;;;;;;;;;;;
;98D10103500001;COVER STATIC PROBE;;;;5;A320;;;;;;;;;;;;;;
;98A10001005000;COVER PITOT PROBE;;;;5;A320;;;;;;;;;;;;;;
;D5211086920300;STRIP;;;;5;A320;;;;;;;;;;;;;;
;D5211083220000;STRIP;;;;5;A320;;;;;;;;;;;;;;
;D5211086920000;STRIP;;;;5;A320;;;;;;;;;;;;;;
;D1121008620000;PLACARD;;;;5;A320;;;;;;;;;;;;;;
;C20225510;BRAKE CARBON;;;;5;A320;;;;;;;;;;;;;;
;C20195162;WHEEL MAIN;;;;5;A320;;;;;;;;;;;;;;
;C20195162;WHEEL MAIN;;;;5;A320;;;;;;;;;;;;;;
;C20195162;WHEEL MAIN;;;;5;A320;;;;;;;;;;;;;;
;C20195162;WHEEL MAIN;;;;5;A320;;;;;;;;;;;;;;
;D5211046020600;SEAL;;;;5;A320;;;;;;;;;;;;;;
;D2527700820000;PLACARD;;;;5;A320;;;;;;;;;;;;;;
;D2527700820100;PLACARD;;;;5;A320;;;;;;;;;;;;;;
;D5725131820800;RING - SEALING;;;;5;A320;;;;;;;;;;;;;;
;D5627000320000;SEAL - RUDDER;;;;5;A320;;;;;;;;;;;;;;
;F2557663020200;CATCH - DECOMPRESSION;;;;5;A320;;;;;;;;;;;;;;
;D2528976000800;FAIRING;;;;5;A320;;;;;;;;;;;;;;
;D5241025600200;DOOR ASSY;;;;5;A320;;;;;;;;;;;;;;
;A225400455-200;HOOD-AIR EXTRACTION;;;;5;A320;;;;;;;;;;;;;;
;A225400454-500;GRILL AIR EXTRACTION;;;;5;A320;;;;;;;;;;;;;;
;S125400431-504;DOOR  WASHSTAND;;;;5;A320;;;;;;;;;;;;;;
;D2557124400000;COVER ASSY;;;;5;A320;;;;;;;;;;;;;;
;A2528539822000;SECTION;;;;5;A320;;;;;;;;;;;;;;
;D0003004600000;HOLDER - MICROPHONE;;;;5;A320;;;;;;;;;;;;;;
;A9252922400000;BOX ASSY;;;;5;A320;;;;;;;;;;;;;;
;D2557016500000;PANEL;;;;5;A320;;;;;;;;;;;;;;
;D5754052520200;COVER PIVOT BOLT;;;;5;A320;;;;;;;;;;;;;;
;D2527206604200;PANEL ASSY;;;;5;A320;;;;;;;;;;;;;;
;D5755103420000;SEAL;;;;5;A320;;;;;;;;;;;;;;
;D0003004600000;HOLDER;;;;5;A320;;;;;;;;;;;;;;
;D2557173407400;PANEL CEILING;;;;5;A320;;;;;;;;;;;;;;
;D5754052520200;COVER PIVOT BOLT;;;;5;A320;;;;;;;;;;;;;;
;D2721014120000;RACK;;;;5;A320;;;;;;;;;;;;;;
;D2721001421300;BUSH;;;;5;A320;;;;;;;;;;;;;;
;D2721017720000;LOCK;;;;5;A320;;;;;;;;;;;;;;
;D2721017820000;PIN;;;;5;A320;;;;;;;;;;;;;;
;A9013001D0100;HOSE ASSY;;;;5;A320;;;;;;;;;;;;;;
;D2527206604300;COVER PANEL CPL;;;;5;A320;;;;;;;;;;;;;;
;D5754050100800A;FAIRING ASSY;;;;5;A320;;;;;;;;;;;;;;
;98D27309009003;COLLAR DEPHT ACTUATOR;;;;5;A320;;;;;;;;;;;;;;
;98D27903500000;PIN - SIDE STICK LOCKING;;;;5;A320;;;;;;;;;;;;;;
;D53120000-201;SEAL - RH;;;;5;A320;;;;;;;;;;;;;;
;D2527138000600;PANEL ASSY;;;;5;A320;;;;;;;;;;;;;;
;S125400431-504;DOOR  WASHSTAND;;;;5;A320;;;;;;;;;;;;;;
;D1121007721800;PLACARD;;;;5;A320;;;;;;;;;;;;;;
;D1121007722000;PLACARD;;;;5;A320;;;;;;;;;;;;;;
;D1121007722200;PLACARD;;;;5;A320;;;;;;;;;;;;;;
;D1121007722400;PLACARD;;;;5;A320;;;;;;;;;;;;;;
;D1127711353100;PLACARD;;;;5;A320;;;;;;;;;;;;;;
;D9241282520000;WASHER;;;;5;A320;;;;;;;;;;;;;;
;98D27803000000;LOCKING TOOL FLAP/SLAT;;;;5;A320;;;;;;;;;;;;;;
;98D27804001000;ADAPTOR DRIVE SLAT;;;;5;A320;;;;;;;;;;;;;;
;98D27504030001;LOCK TORQUE SHAFT;;;;5;A320;;;;;;;;;;;;;;
;D5367327400000;PANEL FLOOR;;;;5;A320;;;;;;;;;;;;;;
;D5367324400000;PANEL FLOOR;;;;5;A320;;;;;;;;;;;;;;
;D5367321000000;PANEL FLOOR;;;;5;A320;;;;;;;;;;;;;;
;D5367305400000;PANEL FLOOR;;;;5;A320;;;;;;;;;;;;;;
;A5211020920000;SPRING;;;;5;A320;;;;;;;;;;;;;;
;D5367530805800;PANEL FLOOR;;;;5;A320;;;;;;;;;;;;;;
;A5211020920000;SPRING;;;;5;A320;;;;;;;;;;;;;;
;A5211021120000;SPRING;;;;5;A320;;;;;;;;;;;;;;
;921068A01R00;AIRBUS KIT;;;;5;A320;;;;;;;;;;;;;;
;98D07103500000;JACK PAD FWD;;;;5;A320;;;;;;;;;;;;;;
;98D07104000001;JACK PAD - WING;;;;5;A320;;;;;;;;;;;;;;
;A2527576120400;HANDLE UPR;;;;5;A320;;;;;;;;;;;;;;
;D2527700853000;PLACARD;;;;5;A320;;;;;;;;;;;;;;
;A2557146828000;PLACARD SET;;;;5;A320;;;;;;;;;;;;;;
